VID,Label,Start,End,Height,Width,FramesCut,AnnotatedFrames,Usage
5SCT6ED01-A,26,00:00:30,00:00:36,320,426,151,3,0
5X3tJQtytiU,78,00:06:40,00:06:46,320,568,150,3,0
5XeeMWR4q7Y,61,00:00:04,00:00:07,320,426,90,3,0
5Z4WHfoTVOg,35,00:00:00,00:00:04,320,568,121,3,0
5ZF6NsvZ6-o,44,00:00:00,00:00:06,320,426,181,3,0
5Z_kDOb22uk,77,00:00:23,00:00:31,320,568,240,3,0
5ZzWG2dYzMs,11,00:01:24,00:01:30,320,568,150,3,0
5_ONVWEUAcg,36,00:00:24,00:00:29,320,426,150,5,0
5buxh1U3c3Q,18,00:05:05,00:05:07,320,426,60,3,0
5czaHWfzwuw,76,00:00:06,00:00:12,320,568,180,3,0
5d0dRFMFEwc,43,00:00:01,00:00:05,320,568,120,3,0
5hMVgU7tgMM,75,00:00:47,00:00:50,320,568,90,3,0
5hZMd1s5aMw,36,00:00:32,00:00:37,320,426,150,5,0
5hZrRU67r78,54,00:00:01,00:00:04,320,426,90,3,0
5j0VBiyOYTY,12,00:00:34,00:00:41,320,426,210,3,0
5kMTHwjy6Z8,54,00:00:19,00:00:22,320,426,90,3,0
5ms_cdQzkwE,46,00:00:27,00:00:30,320,426,91,3,1
5nRfHtkqGkk,46,00:03:11,00:03:14,320,426,45,3,0
5nulXM5hxvI,57,00:00:10,00:00:18,320,568,240,3,0
5s0OPsKgM7s,67,00:00:01,00:00:07,320,568,150,3,0
5tJAyNxig_A,16,00:00:06,00:00:09,320,426,75,3,0
5umStCF7m6Q,15,00:00:34,00:00:37,320,568,90,3,0
5yllYuPMpv0,26,00:00:08,00:00:14,320,426,180,3,0
5zbKfGSycSw,16,00:03:22,00:03:27,320,426,150,5,0
5zjG5LL_muw,55,00:00:00,00:00:08,320,426,241,3,0
610oOuqMPJQ,55,00:00:02,00:00:05,320,426,90,3,1
61aoQTZhNq0,55,00:00:00,00:00:08,320,426,160,3,0
62h4AOrELo4,48,00:00:01,00:00:09,320,568,240,3,0
64CDKLMiTGY,56,00:00:10,00:00:16,320,768,179,3,0
64YpE9Pgsgk,54,00:00:02,00:00:05,320,568,90,3,1
64hkbU76XAk,61,00:00:33,00:00:38,320,426,150,3,0
64kPeduPTwE,77,00:00:00,00:00:03,320,426,91,2,1
64lbcmIhb28,75,00:00:03,00:00:06,320,568,90,3,0
65BFsj3RUXQ,72,00:00:00,00:00:03,320,426,91,3,0
67Y6h4rSLms,26,00:00:29,00:00:33,320,568,121,3,0
68nDn05iAgw,77,00:00:09,00:00:14,320,568,150,3,1
69KmT_eFkFA,41,00:00:02,00:00:10,320,568,240,3,0
69tD8y2r2pU,75,00:00:37,00:00:43,320,426,150,3,0
6BbapyqbWs4,57,00:03:57,00:04:03,320,568,150,3,0
6CkAfx1E58M,15,00:00:45,00:00:47,320,568,61,3,0
6EBCqFHofX4,48,00:00:04,00:00:12,320,426,240,3,0
6I4AXKzY_nQ,28,00:00:00,00:00:03,320,426,91,3,0
6Iw8rbbRZs4,12,00:00:00,00:00:08,320,568,241,3,0
6J8KkTOhH_c,66,00:00:02,00:00:06,320,568,120,3,0
6JMh_oA23EU,18,00:00:19,00:00:27,320,568,240,2,0
6Jpbm-5Hrmg,45,00:00:49,00:00:52,320,426,45,3,0
6K0dWUvUwcg,55,00:00:18,00:00:22,320,426,120,3,0
6KAonV0ej4c,67,00:00:10,00:00:13,320,568,90,3,0
6NA-ccJ1BpM,68,00:01:47,00:01:52,320,568,150,3,0
6OFRWtBFonY,67,00:00:17,00:00:19,320,568,50,3,0
6PEVvVEiVp0,66,00:00:20,00:00:25,320,568,150,3,0
6Rdq_umMifo,35,00:00:04,00:00:07,320,426,72,3,0
6S7yegBNGUI,26,00:00:12,00:00:20,320,568,241,3,0
6SDxOy-F3gs,44,00:00:12,00:00:15,320,568,75,3,1
6UHK6Z6wsU8,18,00:00:43,00:00:45,320,568,61,3,0
6YIdUkJO7TA,78,00:01:13,00:01:17,320,436,121,3,1
6YWh0m6z7ko,13,00:01:14,00:01:18,320,568,121,3,0
6Z2cBdleo2U,75,00:00:10,00:00:13,320,426,90,3,1
6ajkB3SUtF8,63,00:00:03,00:00:08,320,426,150,3,0
6cAnW7ImpuY,76,00:00:00,00:00:06,320,568,181,3,0
6cQFypxxnlQ,17,00:03:57,00:04:03,320,568,150,3,1
6eeULuHD07Y,41,00:00:28,00:00:32,320,568,121,3,0
6fAkO0STivA,26,00:00:35,00:00:43,320,568,192,3,1
6gwZ6MPYW_Y,44,00:01:44,00:01:49,320,426,151,3,1
6hDL1unsEIg,55,00:00:04,00:00:09,320,426,150,5,0
6hZDq3zpGR4,46,00:00:38,00:00:43,320,426,150,3,1
6i4MbsIgeBI,34,00:00:33,00:00:36,320,568,90,3,0
6jjZiv9gHOU,57,00:00:19,00:00:23,320,568,120,3,0
6kZb7DJE1MA,54,00:00:05,00:00:11,320,568,180,3,0
6lROYRMV9bQ,21,00:01:33,00:01:41,320,426,240,3,0
6nThdUd6Kpg,45,00:00:09,00:00:16,320,532,210,3,0
6oTMosZ76b8,35,00:00:10,00:00:16,320,426,180,3,0
6pQpP0-RW30,18,00:00:00,00:00:06,320,426,181,3,0
6sGQPMg4Gqc,61,00:00:03,00:00:11,320,426,104,3,1
6sywCf6zdbY,67,00:00:01,00:00:05,320,568,60,3,0
6tGXp8km9AY,28,00:00:01,00:00:06,320,426,125,5,0
6voFQTee0g8,15,00:00:01,00:00:06,320,568,150,5,0
6yIq4s6tpx8,13,00:01:00,00:01:08,320,426,241,3,0
6z8A0wvF_n8,36,00:01:08,00:01:12,320,426,120,3,0
6zDtWmTtztg,35,00:00:13,00:00:17,320,572,121,3,0
6zzZqXp0TMQ,41,00:00:35,00:00:42,320,426,210,5,0
7-1vLsnfU8o,66,00:00:06,00:00:10,320,532,108,3,1
74-3AGfCzug,56,00:00:02,00:00:08,320,568,180,3,0
75RZ1Ts-RiQ,21,00:00:56,00:01:02,320,422,150,3,0
75wP1T1mOnA,43,00:00:05,00:00:11,320,568,180,3,0
76d6ONbUx1A,12,00:01:00,00:01:08,320,480,241,3,0
77CtRWUggp4,77,00:00:02,00:00:06,320,502,100,3,1
79OZZyQ5ytg,54,00:03:01,00:03:04,320,568,90,3,0
7ACY983bmYk,61,00:01:22,00:01:30,320,426,200,3,0
7AikGrh0SHA,16,00:00:00,00:00:06,320,426,181,3,1
7AivXssjGOM,72,00:00:09,00:00:12,320,426,90,3,0
7CBUAxePC0M,18,00:00:07,00:00:14,320,480,210,3,0
7FPFcJVNy2Y,78,00:32:33,00:32:37,320,568,100,3,0
7FlC-LxR6ko,61,00:00:20,00:00:25,320,568,150,3,0
7Fnt5lYhHMc,54,00:00:17,00:00:20,320,568,75,3,0
7HhWb3NuN3c,76,00:00:11,00:00:14,320,568,91,3,0
7IKQEgcISC8,66,00:01:12,00:01:17,320,564,151,3,0
7M2PTTPIJZ0,36,00:04:47,00:04:53,320,568,180,3,0
7M_HU6Gtckk,55,00:01:03,00:01:08,320,426,150,5,0
7NcP-KZr7g4,63,00:00:00,00:00:08,320,568,241,3,0
7Rbqy5dPeqM,73,00:00:04,00:00:08,320,568,120,3,1
7RvE4D1lwjE,44,00:00:07,00:00:13,320,426,90,3,1
7SjX7A_FR6g,54,00:00:24,00:00:28,320,568,96,3,0
7SwrY4qOjSM,28,00:00:41,00:00:44,320,426,91,3,0
7TozDC-bEzs,68,00:01:24,00:01:32,320,426,112,3,1
7UG3Qmg3BoE,63,00:00:00,00:00:06,320,426,181,5,0
7UZw8PMpT4U,48,00:00:02,00:00:06,320,568,120,5,0
7V0e554D7nY,72,00:00:03,00:00:09,320,426,180,3,0
7V3EwEoPF7Q,78,00:01:37,00:01:39,320,568,60,3,0
7WfL3dVEgeQ,11,00:00:37,00:00:43,320,568,144,3,0
7XLK5QlNihw,65,00:00:11,00:00:14,320,568,72,3,0
7XQZEN0vm5o,66,00:00:00,00:00:03,320,426,45,3,0
7ZICknA76oI,56,00:00:28,00:00:34,320,426,150,3,0
7aLcRx4hOy8,76,00:00:22,00:00:28,320,568,180,3,0
7bud84dpeXo,34,00:00:53,00:00:56,320,568,90,3,0
7cBmH_7mXy4,67,00:00:15,00:00:22,320,426,211,3,0
7ccu6yE3gyI,35,00:01:49,00:01:51,320,568,60,3,0
7cqOEr_yfak,78,00:00:38,00:00:42,320,540,120,3,0
7iZTXkmaTno,68,00:00:01,00:00:08,320,426,210,3,0
7kHABp2pcV0,57,00:00:06,00:00:11,320,480,150,3,1
7kV4-ziw4pU,34,00:00:47,00:00:52,320,568,150,3,1
7kVYn8kUCHU,78,00:03:00,00:03:05,320,568,151,3,0
7kuUHEyCV9g,54,00:05:09,00:05:15,320,568,180,3,1
7mXh-LeQb3A,35,00:00:07,00:00:09,320,426,60,3,0
7mcT2mnlBPQ,56,00:01:18,00:01:22,320,480,120,3,0
7pIgSNsTiCg,78,00:00:19,00:00:23,320,568,120,3,0
7pkVS7QmuxA,13,00:00:10,00:00:15,320,426,150,5,0
7qK3yUlcY14,77,00:00:09,00:00:12,320,568,90,3,1
7skKj6mBuII,56,00:01:15,00:01:19,320,480,121,3,0
7tFm22ABdzg,13,00:00:07,00:00:12,320,568,150,3,0
7vuw453BbDU,28,00:00:14,00:00:21,320,568,176,3,0
7wQHn3oY4Lo,36,00:01:17,00:01:20,320,568,75,3,0
7wV49Q9mpUI,16,00:00:13,00:00:15,320,480,61,5,0
7yZ3kp_IMk0,15,00:00:10,00:00:12,320,426,50,3,0
7zYHexR2_2M,35,00:00:12,00:00:19,320,426,211,3,0
7zZLOjwPzfg,72,00:01:06,00:01:10,320,426,120,3,1
806D9huPRwg,45,00:00:00,00:00:04,320,374,101,3,0
81GzsFyWUzY,11,00:00:03,00:00:09,320,480,180,3,0
81UqgIySt18,13,00:01:14,00:01:18,320,568,121,3,0
8296JrN3F18,46,00:01:13,00:01:19,320,426,90,3,0
82P5m4YWkOE,66,00:03:24,00:03:27,320,426,90,3,0
83FCVWtI8Ds,11,00:01:55,00:01:59,320,568,96,3,0
83IG1LbKd0E,67,00:00:26,00:00:28,320,568,61,3,0
84hC_geiftQ,34,00:03:50,00:04:00,320,568,300,3,0
84v0Zvx0e-M,75,00:01:50,00:01:54,320,568,120,3,0
85bPoOXX30o,28,00:00:02,00:00:06,320,426,60,3,0
866n2kjpwT8,77,00:00:42,00:00:46,320,426,121,3,0
86I-9-tRdvg,54,00:02:07,00:02:10,320,480,90,3,0
87_JJGPbB5Y,44,00:01:26,00:01:34,320,426,240,3,1
88CZrSecPnU,18,00:06:50,00:06:54,320,568,120,3,0
88eo8Y5heIk,46,00:00:06,00:00:10,320,568,120,3,0
89EAikmzqko,22,00:02:05,00:02:10,320,390,125,3,0
8AqX7H_bB_A,63,00:00:18,00:00:24,320,568,179,3,0
8BCVWFmLyFw,18,00:00:02,00:00:10,320,568,240,3,0
8BkbsIV2urQ,55,00:00:03,00:00:09,320,390,180,3,1
8CVXO9PVhPs,67,00:00:59,00:01:03,320,568,121,3,0
8G7FSM1EwUY,15,00:00:21,00:00:25,320,426,120,3,0
8IJbjyyuQ0w,72,00:00:04,00:00:07,320,426,60,3,0
8JFlMmFzD_c,15,00:00:19,00:00:23,320,568,120,3,0
8JcitBelVSQ,13,00:00:31,00:00:38,320,426,175,5,0
8KlUJxetz3k,36,00:00:49,00:00:55,320,568,144,3,0
8LHPWUQBm6U,45,00:00:18,00:00:22,320,568,120,3,1
8LUmZ6UCutU,61,00:00:13,00:00:17,320,568,120,3,0
8LXmXBBPMQs,44,00:00:00,00:00:08,320,426,241,3,0
8MBRGxtvWuw,44,00:00:20,00:00:24,320,568,120,3,0
8Mzunijqua4,65,00:00:00,00:00:03,320,426,73,3,0
8OQ-T-sO9Gw,26,00:00:00,00:00:08,320,568,241,3,0
8Odxe9Vj1kI,46,00:00:06,00:00:10,320,426,120,5,0
8OnDfY-dnlE,66,00:01:20,00:01:26,320,568,144,3,0
8OyyzklN-S8,67,00:02:18,00:02:21,320,568,90,3,0
8Phl1Lbq3Uo,17,00:05:47,00:05:49,320,568,50,3,0
8PwvxrgfTYw,78,00:00:00,00:00:04,320,568,121,3,0
8RWcDBWxJao,43,00:00:12,00:00:18,320,568,181,3,0
8Rn_UENIVDg,68,00:01:46,00:01:50,320,568,100,3,0
8RwjUTGK1dc,35,00:00:01,00:00:06,320,426,150,3,1
8SfQCANOiT0,35,00:12:07,00:12:13,320,568,180,3,0
8SleEBsO74I,44,00:05:13,00:05:15,320,426,48,3,0
8UpTlcczx-E,57,00:02:30,00:02:35,320,558,151,3,0
8Weonusl7aM,65,00:00:30,00:00:33,320,426,45,3,0
8WmbI4aQb2A,43,00:01:26,00:01:34,320,426,240,3,0
8Wt7XLW1YvM,36,00:00:15,00:00:17,320,568,61,3,0
8XnXesGmfEg,28,00:00:00,00:00:03,320,426,91,3,0
8YjxbZsUlvc,66,00:00:09,00:00:12,320,426,75,3,0
8Zom1MokBK8,75,00:03:58,00:04:02,320,480,121,3,0
8_NF6aPthCA,44,00:00:46,00:00:51,320,568,125,3,0
8_zoBcSrXZk,44,00:00:52,00:00:56,320,568,100,3,0
8chfC1_ip0E,57,00:00:27,00:00:30,320,568,91,3,0
8cks4J8KyyI,68,00:00:20,00:00:24,320,426,120,3,0
8dETXkhpkXg,67,00:00:11,00:00:16,320,426,151,3,0
8eNpLLYRJsE,16,00:00:12,00:00:15,320,568,72,3,0
8eejc0p7nCM,35,00:00:00,00:00:03,320,568,73,3,0
8h--81cAk1M,16,00:04:20,00:04:26,320,432,180,5,0
8i6tn61Cn94,65,00:01:34,00:01:42,320,426,240,3,0
8iDNSpbqW1Y,66,00:00:12,00:00:15,320,426,91,3,0
8isp2EV805s,26,00:00:00,00:00:05,320,426,151,5,0
8jH5uEPlTbk,77,00:00:50,00:00:53,320,426,45,3,0
8jZ9hJP0fi8,46,00:00:00,00:00:04,320,426,121,5,0
8jyyarY7xGk,77,00:00:07,00:00:10,320,568,85,3,0
8k7bSsYgVFA,44,00:07:15,00:07:19,320,422,96,3,0
8kTGDSVTF6A,46,00:00:06,00:00:13,320,426,210,3,0
8lRW_s4FADc,68,00:00:12,00:00:17,320,426,151,3,0
8m0iPQS7Cpg,78,00:08:24,00:08:27,320,568,75,3,1
8mJNxMYd7nY,41,00:00:00,00:00:08,320,568,241,3,1
8mY8Yechvg8,67,00:00:54,00:01:01,320,568,210,3,0
8n85X4zAsJU,66,00:00:10,00:00:13,320,568,90,3,0
8nA6-tAhr-E,43,00:00:44,00:00:49,320,568,151,3,1
8nbtOFWvU2M,13,00:02:06,00:02:10,320,568,96,3,0
8o5jHXBY5PI,28,00:00:00,00:00:04,320,426,121,3,0
8oSwdXViaLg,13,00:01:32,00:01:36,320,568,84,3,0
8pSm-uRr7gk,13,00:01:28,00:01:35,320,426,175,5,0
8qevxPmTWKQ,54,00:00:18,00:00:21,320,568,75,3,1
8roL132gA0s,45,00:00:37,00:00:40,320,568,90,5,0
8uAJh5XDnKw,44,00:00:06,00:00:09,320,568,90,3,0
8uMCBlvAEIo,54,00:00:11,00:00:14,320,426,91,3,0
8utZ6zCVu9U,56,00:00:29,00:00:32,320,568,76,3,1
8xQFT7NLgqY,61,00:00:12,00:00:15,320,568,91,3,0
8yOMflB0AZU,35,00:00:00,00:00:03,320,426,45,3,0
8ybXnSkqayY,18,00:00:32,00:00:35,320,568,90,3,0
8zMEDpEGPok,61,00:00:15,00:00:22,320,480,211,3,0
9-60uVOtr-s,78,00:00:47,00:00:51,320,426,120,3,1
9-hEdTXNvzk,75,00:00:12,00:00:15,320,426,91,3,0
928hU85fb0k,16,00:00:03,00:00:08,320,568,150,3,0
92o7y8_qzYs,68,00:00:38,00:00:46,320,568,240,3,0
92sweHSQZ9o,22,00:00:27,00:00:37,320,568,240,3,0
93Yz7oV-LW4,43,00:01:18,00:01:22,320,568,100,3,0
94vx-rxrNEw,12,00:00:00,00:00:08,320,568,241,3,0
95AueKT2ghQ,57,00:00:35,00:00:38,320,568,75,3,0
95Nq6fQoP2o,75,00:00:02,00:00:06,320,568,100,3,0
95O4sS1gOU0,46,00:04:16,00:04:19,320,568,91,3,0
97NoM2lBVfo,66,00:00:27,00:00:35,320,426,121,3,0
97QxPBL0EtY,16,00:00:25,00:00:30,320,568,150,3,0
99WZXw5udrQ,78,00:00:33,00:00:41,320,564,240,3,1
99YlS3boBmg,45,00:00:07,00:00:10,320,426,59,3,1
99fXLnHhAzs,16,00:00:04,00:00:08,320,568,120,3,0
9AXsSu93Fk8,26,00:01:47,00:01:51,320,568,120,3,0
9AaLoFD4lXU,11,00:00:21,00:00:27,320,568,180,5,0
9FcN0V7vSxs,46,00:00:47,00:00:50,320,564,90,3,0
9G-77LqgcKE,72,00:00:01,00:00:08,320,426,140,3,0
9HQ-qO_mQ34,73,00:00:23,00:00:28,320,480,150,3,0
9IjPNML7GpI,73,00:01:06,00:01:10,320,426,120,3,0
9J6r2v_wfyw,45,00:00:00,00:00:01,320,426,31,3,0
9J9X9VvYQXU,13,00:02:47,00:02:53,320,426,144,3,0
9JolVjsR-nI,46,00:00:11,00:00:18,320,564,211,3,1
9KEW5w-k9d8,43,00:01:19,00:01:24,320,568,125,3,0
9LDSFzvoUX8,56,00:01:12,00:01:15,320,424,45,3,0
9LPEUon0rgQ,68,00:00:01,00:00:04,320,426,90,3,0
9LV-HCdxAMg,41,00:00:00,00:00:08,320,426,241,3,0
9Nn3-kdTybw,36,00:00:40,00:00:42,320,568,60,3,0
9O7UF2F1Q6o,26,00:00:57,00:01:05,320,568,192,3,0
9OVchjZPa9Q,17,00:03:36,00:03:40,320,568,100,3,0
9Oft_TzBMwU,13,00:01:30,00:01:35,320,568,151,5,0
9P3Fu9E8wOU,75,00:00:05,00:00:08,320,568,90,3,0
9Q2i7ApZ8Gc,61,00:00:32,00:00:35,320,568,90,3,0
9QGlOoutwLY,17,00:00:19,00:00:23,320,568,100,3,0
9TcxQmF_XJo,21,00:00:14,00:00:18,320,426,60,3,0
9TusWmKQ5Eo,15,00:00:04,00:00:10,320,426,180,3,1
9UeA-nD-LcI,34,00:00:01,00:00:04,320,568,90,3,0
9XM944loTlo,28,00:00:36,00:00:39,320,568,90,3,0
9Yf1RMtXE5Y,34,00:00:35,00:00:39,320,568,120,3,0
9ZOiO7pf0_Y,72,00:00:00,00:00:08,320,568,241,3,0
9_2BplSbWQE,18,00:00:33,00:00:38,320,568,150,3,0
9cqF0hjnIbs,78,00:01:47,00:01:50,320,426,90,3,1
9dVSl1NktrE,54,00:00:20,00:00:28,320,568,200,3,1
9eqQ5oDPVVA,43,00:00:25,00:00:29,320,568,100,5,0
9fh5653X7D0,13,00:01:05,00:01:08,320,426,90,3,0
9fmo85gQsYk,18,00:01:07,00:01:11,320,568,120,3,0
9gidw3-5aVs,34,00:01:01,00:01:04,320,568,90,3,0
9gjfh1tM4Bg,11,00:03:08,00:03:13,320,426,150,3,0
9hP5QB642fw,54,00:00:49,00:00:54,320,426,150,3,0
9hQ-VzIAogA,57,00:00:00,00:00:07,320,568,211,3,0
9j8335EwF9M,36,00:00:05,00:00:09,320,568,120,1,0
9juPZreZxNA,67,00:00:05,00:00:12,320,568,210,3,1
9kXcr8YCrds,72,00:00:00,00:00:08,320,568,241,3,0
9oayEvFI7Bs,61,00:00:21,00:00:27,320,568,150,3,0
9p-QoyTEgIA,34,00:00:13,00:00:22,320,426,271,3,0
9pAHYqYbiTo,75,00:02:22,00:02:27,320,568,125,3,0
9pzm1lQX0qU,13,00:00:49,00:00:53,320,568,120,3,0
9qXPML9ybCg,73,00:00:08,00:00:16,320,426,240,3,0
9qqWZ057TYs,22,00:00:08,00:00:14,320,568,180,5,0
9r_mqsrDB54,75,00:00:33,00:00:36,320,426,90,3,0
9sDNSYDWXb4,46,00:00:00,00:00:03,320,482,91,3,0
9sDwkXTSH80,16,00:01:09,00:01:10,320,580,25,3,0
9uAZ8-xPNrg,16,00:00:07,00:00:10,320,438,90,5,0
9uWHrih81qc,48,00:00:20,00:00:23,320,568,72,3,0
9w5QxOYBEPI,78,00:05:33,00:05:40,320,426,210,5,0
9wp3M4EUpEQ,68,00:02:37,00:02:40,320,568,75,3,1
9x68vNHF-Q0,56,00:00:15,00:00:20,320,426,100,3,0
9zkapadQwHk,17,00:02:22,00:02:27,320,568,150,5,0
9zmCP8S2OeI,48,00:00:42,00:00:50,320,568,241,3,0
A--SWqf9Z6k,12,00:00:00,00:00:03,320,568,91,3,0
A0qjudKex9I,35,00:00:50,00:00:57,320,568,210,3,1
A4dDAh17Czg,56,00:00:28,00:00:33,320,568,151,3,0
A6I3JI4vJv0,35,00:00:00,00:00:03,320,426,91,3,0
A80LGSY5Eok,16,00:02:44,00:02:48,320,568,96,3,0
AC6qbElCSrA,48,00:00:00,00:00:06,320,426,181,5,0
ACG_c-NGIQQ,18,00:00:00,00:00:08,320,432,241,3,1
ACY1RG3tR8E,12,00:00:10,00:00:15,320,400,125,3,0
AEKPxAXWFc4,21,00:00:04,00:00:12,320,568,192,3,0
AEdhfVThDPE,67,00:00:12,00:00:15,320,568,75,3,1
AGiNjsXN9Nc,68,00:01:20,00:01:25,320,426,75,3,0
AGmJ4qUSKQU,13,00:00:07,00:00:15,320,426,120,3,1
AHPYJgnJ_FI,18,00:00:27,00:00:31,320,480,121,3,1
AJCfBDs61qw,75,00:00:20,00:00:23,320,426,90,3,1
AK9WNoJ13MU,55,00:00:06,00:00:12,320,480,180,3,0
AMRIatLZjz8,56,00:00:20,00:00:27,320,568,210,3,1
AOTP-lFLp3Q,43,00:01:57,00:02:02,320,568,120,3,0
ARSss_Z21uM,63,00:00:05,00:00:10,320,426,75,3,1
ASwQSR-YkvQ,75,00:00:04,00:00:08,320,568,120,3,0
AVUf4AUcR5w,75,00:00:45,00:00:48,320,426,91,3,0
A_BnvBS69Lk,28,00:00:01,00:00:05,320,566,100,3,0
Aa9QJ-P7wW0,46,00:00:19,00:00:25,320,568,180,3,0
AanfLcofQnI,73,00:00:00,00:00:02,320,404,61,3,0
Ac_ZSzPiIbI,77,00:00:07,00:00:12,320,426,73,3,0
AeTBGMYZj5I,18,00:01:21,00:01:27,320,568,144,5,0
AeTXzMqUzsI,65,00:00:00,00:00:03,320,426,91,2,0
AfGRTjEQ-4c,65,00:00:10,00:00:12,320,426,60,3,0
AfIERwhFWkY,66,00:00:05,00:00:15,320,568,180,3,0
AgM_E621jsw,75,00:00:25,00:00:31,320,426,180,3,0
Ah93KsfQdaU,56,00:00:00,00:00:08,320,568,241,3,0
AiW8YVpibkA,76,00:00:00,00:00:03,320,426,91,3,0
AijQ01lsWBc,18,00:00:46,00:00:49,320,568,72,3,1
AjVY_GYtqNE,78,00:27:27,00:27:31,320,568,100,3,0
AnctUX5FTsg,16,00:00:02,00:00:08,320,466,90,3,0
Ane2J6wdcIM,61,00:00:04,00:00:11,320,426,210,3,0
Aol8inp7OaU,67,00:00:02,00:00:04,320,568,60,3,0
ApLJ8Jiu1zI,45,00:00:04,00:00:09,320,426,150,3,0
ArqtEj_FD9Y,75,00:00:48,00:00:52,320,400,100,5,0
AryIzGfOWIU,34,00:00:07,00:00:09,320,426,58,1,1
AsbYFPRbHHQ,56,00:00:01,00:00:05,320,568,120,3,0
AtY35OB7ZQs,28,00:00:17,00:00:24,320,588,210,3,0
AtpB-SsGzIE,78,00:00:02,00:00:06,320,426,94,3,0
AtwaV5uiPnw,35,00:01:52,00:01:57,320,468,60,3,0
AueB3E-Li5c,12,00:00:01,00:00:09,320,426,240,3,0
AxOz2Tyk0nQ,22,00:00:05,00:00:13,320,426,200,3,0
AxhzYIeCXl4,78,00:00:00,00:00:06,320,568,181,3,1
Az4ADc7fpwk,75,00:00:04,00:00:07,320,568,90,3,0
AztMqE3Vc3I,34,00:00:56,00:00:58,320,568,61,3,1
B0E4XJQQDlE,18,00:02:58,00:03:06,320,568,241,3,0
B3DFidat2Eg,21,00:00:25,00:00:33,320,426,120,3,0
B4EWcjGNslU,78,00:00:57,00:01:00,320,568,75,3,1
B4Yl0Iqhi_E,41,00:01:41,00:01:48,320,568,210,5,0
B8sNJRDRBrg,16,00:03:50,00:03:54,320,426,120,3,1
BA5w-dOnUq8,45,00:00:18,00:00:23,320,426,150,3,1
BABHGN_q51g,22,00:00:38,00:00:42,320,426,120,3,0
BBj_KhnELeE,18,00:00:26,00:00:30,320,568,100,3,0
BC3DN83NMBc,12,00:00:21,00:00:26,320,426,150,3,0
BCm-o2w9mfY,65,00:00:31,00:00:34,320,426,90,3,0
BDdO27eAINQ,15,00:02:30,00:02:36,320,568,181,3,0
BENSZcZ1Ybg,78,00:31:13,00:31:16,320,568,75,3,0
BEjdBuLw4Uw,12,00:01:59,00:02:05,320,568,181,3,0
BFhetavSVmU,35,00:00:46,00:00:49,320,426,72,3,0
BHieUJC10ug,57,00:01:55,00:01:59,320,568,100,3,0
BIdFJmWEB6E,35,00:00:28,00:00:36,320,568,241,3,0
BKAKw-0I66U,17,00:00:00,00:00:03,320,426,91,3,0
BKpp8ZRXixk,56,00:00:04,00:00:10,320,568,180,3,0
BLp7ClNkECY,65,00:00:07,00:00:15,320,426,240,2,0
BN7wNvZKvEg,13,00:02:46,00:02:51,320,568,150,5,0
BNmuESQH3sA,46,00:00:01,00:00:04,320,568,90,3,0
BNxS_BwztDc,67,00:00:15,00:00:20,320,568,151,3,0
BO-qWTA5PMs,28,00:00:01,00:00:09,320,568,240,3,1
BO46O56gEfk,63,00:00:01,00:00:06,320,426,125,3,0
BP-wqhM2kSw,17,00:01:36,00:01:44,320,568,240,3,0
BPlu-MdaFz8,45,00:00:00,00:00:05,320,426,151,2,0
BR2Vxs7cRlM,73,00:00:06,00:00:12,320,580,179,5,0
BSSH9ly3dBM,18,00:00:26,00:00:34,320,568,241,3,1
BSoietOaKSA,77,00:00:32,00:00:35,320,426,90,3,0
BTx2RXPPLug,76,00:00:44,00:00:48,320,426,121,3,0
BVCdnKR4e0g,57,00:00:29,00:00:35,320,568,151,3,0
BVZ90KGQV1o,36,00:00:46,00:00:53,320,568,210,3,0
BYpfCx3Dfbw,55,00:00:07,00:00:10,320,426,90,3,0
Bb8rfUq_PgI,73,00:00:00,00:00:06,320,426,181,3,0
Bb_V5RNAFTM,18,00:00:00,00:00:04,320,568,101,3,0
BcTgabIixTY,78,00:00:18,00:00:22,320,568,120,3,0
BdDZs6Of0-k,66,00:00:13,00:00:16,320,568,91,3,0
BdUTXp7Tn-0,46,00:00:04,00:00:07,320,426,45,3,0
BeFwFCnn7bU,65,00:00:29,00:00:35,320,426,151,3,0
BgTfxW1YPrI,36,00:00:23,00:00:27,320,568,120,3,1
BgevK-2WUf4,75,00:01:13,00:01:16,320,568,91,3,0
Bgv6fhGJacQ,67,00:00:07,00:00:12,320,426,150,3,1
BhNE7bt5t8g,55,00:00:12,00:00:20,320,568,241,3,0
BjASqfYtvYQ,15,00:02:08,00:02:14,320,568,180,5,0
BkQxmOpSiRE,36,00:01:32,00:01:36,320,568,100,3,0
Bl3Ue3B-aUA,68,00:00:14,00:00:18,320,482,97,3,0
Bl98n26CUsw,46,00:00:35,00:00:39,320,568,120,5,0
BlWjLEph-iY,56,00:00:26,00:00:32,320,426,181,5,0
BmjG4wGLtak,66,00:00:06,00:00:13,320,426,210,5,0
BnDSizOj9Hk,78,00:00:00,00:00:04,320,568,121,3,0
BokEcFgL-Kc,61,00:00:13,00:00:21,320,426,241,3,0
BpypmAST2OM,11,00:01:02,00:01:08,320,426,150,3,0
BrSxxfBVW3w,28,00:01:48,00:01:53,320,426,150,3,1
BrfnYPyEcTw,12,00:01:27,00:01:31,320,426,121,5,0
